title,link,type
dabl - A Python library for AutoEDA and AutoML,https://www.youtube.com/watch?v=jXE-qrEW02U,regular
How to use Machine Learning to explain how drugs work,https://www.youtube.com/watch?v=LpRtQaE15HQ,regular
The Future of this Data Science YouTube Channel,https://www.youtube.com/watch?v=Z5YeexuGjo4,regular
How to Stay Motivated Learning Data Science,https://www.youtube.com/watch?v=WACt59_pfLo,regular
How to use the ChEMBL database | Online drug discovery course,https://www.youtube.com/watch?v=aIL0-G5wRwM,regular
How to do research? and How to write a research paper?,https://www.youtube.com/watch?v=zRWFR1SSBFc,regular
Ligand-based drug discovery | Online drug discovery course,https://www.youtube.com/watch?v=gk7rOmNQbj8,regular
How to build your own Speech-to-Text Transcription App in Python using AssemblyAI and Streamlit,https://www.youtube.com/watch?v=NNq_XBVk30w,regular
Exploring and Analyzing Data with Mito,https://www.youtube.com/watch?v=0cUBRqdai-M,regular
My journey into data science,https://www.youtube.com/watch?v=J8GODfmKRHw,regular
How to web scrape data using no code with Octoparse,https://www.youtube.com/watch?v=F6CEXNb54TI,regular
How to Create Your Personal Data Science Learning Curriculum,https://www.youtube.com/watch?v=IyffPjcbWnY,regular
How to build a Google Scholar App | Streamlit #30,https://www.youtube.com/watch?v=Kj0JtjAxxKA,regular
Using Mito to make Machine Learning Easier,https://www.youtube.com/watch?v=Ndj3cBVh23c,regular
Streamlit 101 - How to clone and reproduce a Streamlit web app from SCRATCH,https://www.youtube.com/watch?v=WRxCQWfZ6Mc,regular
Streamlit 101 - How to setup your Streamlit working environment,https://www.youtube.com/watch?v=KDcz2mF3Yuk,regular
How to Use Mito for Data Analysis in Python,https://www.youtube.com/watch?v=PUeoB2L2WfU,regular
The upcoming NVIDIA GTC is FREE + Giveaways (Swag Bag and Course Credits),https://www.youtube.com/watch?v=ij1mBDgskIk,regular
Call for Participation in the Open Bioinformatics Research Project,https://www.youtube.com/watch?v=_GtEgiWWyK4,regular
Is it Possible to Add a Navigation Bar to Streamlit Apps? | Streamlit #29,https://www.youtube.com/watch?v=hoPvOIJvrb8,regular
How to build a Cryptocurrency Price App in Python using Binance API | Streamlit #28,https://www.youtube.com/watch?v=CkcJ9_dpjqw,regular
An Introduction to Computational Drug Discovery,https://www.youtube.com/watch?v=RL25hgfLd8Q,regular
How to automatically clean data with BitRook,https://www.youtube.com/watch?v=dYBMVTqM86U,regular
How to use Mito to automatically generate Python code for data visualization,https://www.youtube.com/watch?v=LHsp8ns9DkM,regular
How to build machine learning models for imbalanced datasets,https://www.youtube.com/watch?v=o_mnbn8nFL8,regular
Data Science Podcast with Pat Walters (Cheminformatics Scientist),https://www.youtube.com/watch?v=9zBzLkuFz8k,regular
How to automate data processing in Python with Mito,https://www.youtube.com/watch?v=V6XFj5PltoM,regular
Data Science Podcast with Tyler Richards (Facebook Data Scientist),https://www.youtube.com/watch?v=uPg7PEdx7WA,regular
Building and deploying your first machine learning app in Python using Gradio,https://www.youtube.com/watch?v=53x330upumY,regular
Top 5 Python Libraries for Data Visualization (Ft. @CodingProfessor),https://www.youtube.com/watch?v=6gLhxlOn_Jk,regular
Building a Simple Digits Image Classification Model,https://www.youtube.com/watch?v=i-k7G6wN96o,regular
How to Monitor Machine Learning Models (Evidently AI),https://www.youtube.com/watch?v=L4Pv6ExBQPM,regular
FLAML - The AutoML from Microsoft (Machine Learning Models in 3 Lines of Code),https://www.youtube.com/watch?v=Ij88ejc0vcI,regular
How to write a great looking research article using LaTeX on Overleaf,https://www.youtube.com/watch?v=mX8ctLGR_FY,regular
Podcast with Minhaaj Rehman on Data Science and Psychology,https://www.youtube.com/watch?v=M4443AU70VE,regular
DataPrep Python library for Easy Data Preparation and EDA,https://www.youtube.com/watch?v=PxXMNC_i0_c,regular
Data Slicing in Python with Mito,https://www.youtube.com/watch?v=kzSE6XTsnug,regular
What if Data Science was a Building Block? (Dolphyn),https://www.youtube.com/watch?v=OkxiQZZbKBg,regular
How I Use Notion as a Professor and Content Creator in Data Science (Template Included),https://www.youtube.com/watch?v=BlPmYyEBmQ0,regular
AlphaFold 2 Learns the Entire Human Proteome (AlphaFold Protein Structure Database),https://www.youtube.com/watch?v=IdGyLUsVgIc,regular
Data Science Podcast with Nate at StrataScratch,https://www.youtube.com/watch?v=4gNg88cvnHE,regular
AlphaFold 2 Paper with Code,https://www.youtube.com/watch?v=0WUHmRKpwVY,regular
How to handle missing data with Pandas,https://www.youtube.com/watch?v=Vg4JLbxVuFA,regular
How to build a Portfolio website that supports Jupyter notebooks using fastpages,https://www.youtube.com/watch?v=sepml4GLLSM,regular
How to Build a Machine Learning Model Performance Calculator App,https://www.youtube.com/watch?v=Ge17mZe54dY,regular
How to build machine learning models for drug discovery using PaDELPy,https://www.youtube.com/watch?v=rEmDyZHz5U8,regular
How to handle missing data in R (Ft. @StatisticsGlobe),https://www.youtube.com/watch?v=oPFs-lOLumE,regular
Data Science for Bioinformatics,https://www.youtube.com/watch?v=3AqQn94KVZU,regular
AutoPlotter - A GUI based Exploratory Data Analysis in Python,https://www.youtube.com/watch?v=aoTExfJG0mY,regular
How to Master Python for Data Science,https://www.youtube.com/watch?v=AeUnO1oNv08,regular
How to Create Animated Plots in R,https://www.youtube.com/watch?v=z9J78rxhcrQ,regular
Who is @KenJee_ds? (Data science and Sports analytics),https://www.youtube.com/watch?v=3jxSW8wJKrc,regular
Exploratory Data Analysis in Python using Mito,https://www.youtube.com/watch?v=eyihOXKdVP4,regular
How to Build a Simple Portfolio Website for FREE,https://www.youtube.com/watch?v=6NXLGP65S2Q,regular
How to handle imbalanced datasets in Python,https://www.youtube.com/watch?v=4SivdTLIwHc,regular
How to Build Bioinformatics Tools,https://www.youtube.com/watch?v=LHM0Couv0w4,regular
My thoughts and review of the Google Data Analytics Professional Certificate,https://www.youtube.com/watch?v=vEuGCuCdPDo,regular
How to paraphrase text in Python using the PARROT library (Ft. @KenJee_ds),https://www.youtube.com/watch?v=C6gBcL9sAIw,regular
How to make a Histogram plot in Python using Matplotlib | Ft.@CodingProfessor,https://www.youtube.com/watch?v=yKPMetjQqsk,regular
Data science in Psychology - Gaining insights on the Big 5 Personality Traits (Ft. Minhaaj Rehman),https://www.youtube.com/watch?v=hElj6cp4Dzs,regular
How to build a web app for Drug Discovery in Python | Streamlit #26,https://www.youtube.com/watch?v=0rqIwSeUImo,regular
How to easily perform statistical analysis in Python with the Pengouin library,https://www.youtube.com/watch?v=zqi51Wu5qC0,regular
How to quickly explore data in Python using the D-Tale library,https://www.youtube.com/watch?v=jYlwwNycVh8,regular
How to use Mito for pre-processing datasets in Python (low code approach),https://www.youtube.com/watch?v=K2HrKyK0Ip4,regular
How to deploy machine learning model as an app in Python using Gradio,https://www.youtube.com/watch?v=v2M4AEOb3MM,regular
How to build a Currency Converter App | Streamlit #25,https://www.youtube.com/watch?v=2gtlSLCTHH0,regular
How to stack machine learning models in Python,https://www.youtube.com/watch?v=0BGLfYY26zQ,regular
My thoughts on web frameworks in Python and R (PyWebIO vs Streamlit vs R Shiny),https://www.youtube.com/watch?v=PaZAUpOKUvA,regular
How to build your first simple web application in Python with PyWebIO,https://www.youtube.com/watch?v=n6I58WJiKGU,regular
How to create variables and lists in R | R Tutorial #4,https://www.youtube.com/watch?v=9o01PkURel4,regular
How to paraphrase text in Python using transformers,https://www.youtube.com/watch?v=zGK9ZfvRRoM,regular
Learn about the R Data Types | R Tutorial #3,https://www.youtube.com/watch?v=HhYUemO87Cs,regular
Easy webscraping in Python,https://www.youtube.com/watch?v=Hfry5XnISyc,regular
How to install R packages | R Tutorial #2,https://www.youtube.com/watch?v=gc2zh9pBNKs,regular
How to set up the R programming environment | R Tutorial #1,https://www.youtube.com/watch?v=cDPFWbjg8Tc,regular
How to customize the themes of your Streamlit web apps | Streamlit #24,https://www.youtube.com/watch?v=3xJYP_C4KNE,regular
NVIDIA GTC21 (The AI Conference) is FREE + Course Giveaway,https://www.youtube.com/watch?v=jClM6Sbx7go,regular
How to build an app for combining the contents of multiple spreadsheets | Streamlit #23,https://www.youtube.com/watch?v=xt4hrtG4t3s,regular
Quickly build Explainable AI dashboards in Python (explainerdashboard library),https://www.youtube.com/watch?v=ZgypAMRcmw8,regular
Making Sense of Data with Explainable AI (shapash Python library),https://www.youtube.com/watch?v=TaNfYKaid80,regular
How to Run Data Science Projects on the Cloud with Code Ocean (Reproducible Data Science),https://www.youtube.com/watch?v=aiyOa3n1Bwc,regular
Bioinformatics Project from Scratch - Drug Discovery #6 (Deploy Model as Web App) | Streamlit #22,https://www.youtube.com/watch?v=m0sePkuyTKs,regular
A Peek into the Google Professional Certificate in Data Analytics (and IT Support),https://www.youtube.com/watch?v=I9ZdV561NxM,regular
How to effortlessly work with spreadsheets in Python using MITO,https://www.youtube.com/watch?v=9LuZWQgHJ5Q,regular
How to examine chance prediction of a machine learning model (Y-Scrambling / Y-Permutation),https://www.youtube.com/watch?v=gKCDSiRRyUo,regular
How to build a Bioinformatics web app (Molecular Descriptor Calculator) in Python | Streamlit #21,https://www.youtube.com/watch?v=htBIP17S-20,regular
How to build a Stock price web app in Python | Streamlit #20,https://www.youtube.com/watch?v=0pHJOzNDdOo,regular
How to build a machine learning model to predict antimicrobial peptides (End-to-end Bioinformatics),https://www.youtube.com/watch?v=0NrFIGLwW0Q,regular
The Art of Learning Data Science (How to learn data science),https://www.youtube.com/watch?v=oR670Txwh88,regular
How to build an Exploratory Data Analysis app using Pandas Profiling | Streamlit #19,https://www.youtube.com/watch?v=p4uohebPuCg,regular
How to build an Avatar maker app in 20 minutes (Python weekend project) | Streamlit #18,https://www.youtube.com/watch?v=4UCfxvURjgI,regular
How to Build Your Own AutoML App | Streamlit #17,https://www.youtube.com/watch?v=ApxEBGbqTyQ,regular
How to Make a Multi-Page Web App | Streamlit #16,https://www.youtube.com/watch?v=nSw96qUbK9o,regular
Let's Build a Pomodoro Web App for Data Science | Streamlit #15,https://www.youtube.com/watch?v=9a234-OvbIQ,regular
Bioinformatics Project from Scratch - Drug Discovery Part 5 (Compare Models),https://www.youtube.com/watch?v=FoRsn1VwEbA,regular
Vaex - Fast data frame for Data Science (Handle billion rows in seconds),https://www.youtube.com/watch?v=inGjY4cds3Q,regular
How to compare machine learning classifiers in 2 lines of code (lazypredict Python library),https://www.youtube.com/watch?v=ZdDUwlwJNi0,regular
How NVIDIA NGC can be used for Data Science (Podcast + Giveaway),https://www.youtube.com/watch?v=FG68qNVZF2s,regular
Progress Bars for Tracking the Progress of Data Science Workflow (Tqdm Python library),https://www.youtube.com/watch?v=8zm4L3rVreI,regular
How to Speed Up Data Cleaning and Exploratory Data Analysis in Python with klib,https://www.youtube.com/watch?v=URjJVEeZxxU,regular
How to Build a Machine Learning Hyperparameter Optimization App | Streamlit #14,https://www.youtube.com/watch?v=HT2WHLgYpxY,regular
Could this be the Best Data Science Notebook? (Deepnote),https://www.youtube.com/watch?v=9Ot78EHfLNE,regular
How to Build a Machine Learning App | Streamlit #13,https://www.youtube.com/watch?v=eT3JMZagMnE,regular
Learn AI for FREE (Elements of AI),https://www.youtube.com/watch?v=1tUS4Ynhpx0,regular
BCG Data Science & Advanced Analytics Virtual Experience Program,https://www.youtube.com/watch?v=B5dpSv3YYZ8,regular
Explainable AI in Python with LIME (Ft. Diogo Resende),https://www.youtube.com/watch?v=Qs0V5ntEWWQ,regular
How to Build a Machine Learning Model,https://www.youtube.com/watch?v=NRnaMCNOK7Y,regular
How to use Spreadsheet in Python with Mito,https://www.youtube.com/watch?v=GJYwiWI1AWw,regular
Build AI Apps with H2O Wave (from H2O.ai),https://www.youtube.com/watch?v=XyJyJf0o53Y,regular
The Data Science Process - A Visual Guide (Part 2),https://www.youtube.com/watch?v=9hxuXzrCRz8,regular
The Data Science Process - A Visual Guide (Part 1),https://www.youtube.com/watch?v=s4uF8UOJz9k,regular
Machine Learning for Drug Discovery (Explained in 2 minutes),https://www.youtube.com/watch?v=xDMzOUUnNzw,regular
Talking with Founders / Developers of MITO Python Library | Data Science Podcast,https://www.youtube.com/watch?v=kzB9QLYdnC0,regular
How to Perform Data Splitting (Weka Tutorial #5),https://www.youtube.com/watch?v=tM2UFd3jeyg,regular
Kite: Free AI Coding Assistant + Giveaway,https://www.youtube.com/watch?v=aJ2cOKVAqV8,regular
Want Access to a High-Performance Jupyter Notebook? BlazingSQL Notebooks (Powered by NVIDIA GPUs),https://www.youtube.com/watch?v=62LaqVlDT3E,regular
How to Quickly Perform Exploratory Data Analysis (EDA) in Python using Sweetviz,https://www.youtube.com/watch?v=UR_OK8vBpeY,regular
Building a Classification Model of the Penguins Data using Visual Programming (Orange Tutorial #2),https://www.youtube.com/watch?v=3NW_gGFikLI,regular
How to Build your First Classification Model using Visual Programming (Orange Tutorial #1),https://www.youtube.com/watch?v=hfMLZyWXBjI,regular
Ask Me Anything About Bioinformatics #3,https://www.youtube.com/watch?v=BbOV33C5oJg,regular
Build a Machine Learning Model for Computational Drug Discovery from Scratch (Weka Tutorial #4),https://www.youtube.com/watch?v=yf3N0nnAFDk,regular
Ask Me Anything About Bioinformatics #2,https://www.youtube.com/watch?v=BSU8wkM9FAE,regular
How to Build Classification Models for the Penguins Dataset (Weka Tutorial #3),https://www.youtube.com/watch?v=uBDbbFUTioI,regular
This Book will Help you Land a Data Science Job,https://www.youtube.com/watch?v=uzxeVlLzL4c,regular
How to Build Classification Models (Weka Tutorial #2),https://www.youtube.com/watch?v=iIe9dnvX8BE,regular
Spreadsheets in Python with Mito library,https://www.youtube.com/watch?v=js4iaGQvTAo,regular
How to Build Regression Models (Weka Tutorial #1),https://www.youtube.com/watch?v=t5mylGHE2Fg,regular
How to use PandasGUI for Exploratory Data Analysis and Data Science,https://www.youtube.com/watch?v=F8mSlETrcl8,regular
Building a No-Code Machine Learning Application (for Computer Vision) with Microsoft's Lobe,https://www.youtube.com/watch?v=TgtvEAKsK5I,regular
How to Become a Data Analyst (Featuring @howtogetananalyticsjob336),https://www.youtube.com/watch?v=SEyDhbFpdps,regular
Ask Me Anything About Bioinformatics #1,https://www.youtube.com/watch?v=FQQ3X9OxxJ0,regular
How to Build a Cryptocurrency Price Web App - Streamlit Tutorial #12,https://www.youtube.com/watch?v=OYsz4Ww0h3o,regular
How to Deploy Data Science Web App to Streamlit Sharing - Streamlit Tutorial #11,https://www.youtube.com/watch?v=kXvmqg8hc70,regular
Probably the Best Platform to Find Online Courses in Data Science (FREE),https://www.youtube.com/watch?v=Jf8AtWb7dzw,regular
How to Build a Stocks Price Web App in Python | Streamlit #10,https://www.youtube.com/watch?v=JUSFaWkAASI,regular
How to Build a Football Data Web App in Python | Streamlit #9,https://www.youtube.com/watch?v=zYSDlbr-8V8,regular
Learn about Artificial Intelligence Use Cases from YouTube Originals,https://www.youtube.com/watch?v=0dhFo4sOUIs,regular
How to Build a Simple Bioinformatics Web App in Python | Streamlit #8,https://www.youtube.com/watch?v=DD9tgg8ivbU,regular
Learn Deep Learning from NVIDIA,https://www.youtube.com/watch?v=Vbgo03Se9ic,regular
How to Become a Data Scientist at FAANG (Ft. Tina Huang),https://www.youtube.com/watch?v=OBsxUjQ7Ua0,regular
Learn Data Science with Medium.com,https://www.youtube.com/watch?v=suLsbP1ZAC8,regular
Building a Bioinformatics Web App in Python | Streamlit #7,https://www.youtube.com/watch?v=iZUH1qlgnys,regular
Data Science in Industry (Ft. RichardOnData),https://www.youtube.com/watch?v=zGMo7pC1F1g,regular
Learn Python for Data Science (with Real Python),https://www.youtube.com/watch?v=ZFsbA4e910I,regular
How to Harness GPU to Speed Up Machine Learning with Hummingbird-ML,https://www.youtube.com/watch?v=qN8jcUmo8TI,regular
Tons of FREE Data for Data Science (TidyTuesday),https://www.youtube.com/watch?v=vCBeGLpvoYM,regular
Facebook Field Guide to Machine Learning (FREE Course in Data Science),https://www.youtube.com/watch?v=8VYvwrAik6w,regular
GPU Computing for Data Science (Unboxing NVIDIA TITAN RTX),https://www.youtube.com/watch?v=NthyaMXeMrw,regular
1 Year on YouTube as the Data Professor (Data Science YouTube Channel),https://www.youtube.com/watch?v=o36iNQD6y3Q,regular
How to Build a Boston Housing Price Prediction Web App in Python | Streamlit #6,https://www.youtube.com/watch?v=z5HfbXORZsg,regular
Amazon's Machine Learning University (FREE Courses in Data Science),https://www.youtube.com/watch?v=Mbe3T2iHbbA,regular
Data Science for Computational Drug Discovery using Python (Part 2 with PyCaret),https://www.youtube.com/watch?v=RGfeGRt32Dk,regular
Learn Data Science for FREE with Machine Learning Mastery,https://www.youtube.com/watch?v=vgM16UvHbZQ,regular
Web Apps in R: How to Deploy R Shiny web app to Heroku | Shiny Tutorial Ep 6,https://www.youtube.com/watch?v=EC53ftrYf9A,regular
Learn Bioinformatics through Coding on ROSALIND Platform,https://www.youtube.com/watch?v=6oHl7hNWn2o,regular
Bioinformatics Project from Scratch - Drug Discovery Part 4 (Model Building),https://www.youtube.com/watch?v=wGaGm0sj04M,regular
FREE Online Courses in Data Science from Harvard University,https://www.youtube.com/watch?v=gbOvtkIH5sQ,regular
How to Build a Basketball Player Data Explorer Web App in Python | Streamlit #5,https://www.youtube.com/watch?v=xiBXspqs0dk,regular
Data Science Virtual Internship - Part 12 (Data Science & AI at Y Combinator),https://www.youtube.com/watch?v=iz0lqfLJSgA,regular
Data Science Interview (Tips and Tricks) [Ft. Data Science Jay],https://www.youtube.com/watch?v=A5c7FQGJlf8,regular
How to Deploy Data Science Web App to Heroku | Streamlit #4,https://www.youtube.com/watch?v=zK4Ch6e1zq8,regular
FREE Machine Learning Crash Course from Google,https://www.youtube.com/watch?v=iBQlukGBZ78,regular
How to Build a Penguin Classification Web App in Python | Streamlit #3,https://www.youtube.com/watch?v=Eai1jaZrRDs,regular
Penguins Dataset as Alternative to Iris Dataset for Data Science,https://www.youtube.com/watch?v=6kD2OzF2uoU,regular
"Data Science Portfolio Tips | Discussion with Ken Jee, Krish Naik, Codebasics and Data Professor",https://www.youtube.com/watch?v=ddFskLtQsbI,regular
Data Science Virtual Internship - Part 11 (Quantium Data Analytics Program),https://www.youtube.com/watch?v=RIgtCsj7KTY,regular
Wrangle and Explore Data with PANDAS-UI for Data Science,https://www.youtube.com/watch?v=1JtTS0xfkvg,regular
Data Science Virtual Internship - Part 10 (Data@ANZ Program),https://www.youtube.com/watch?v=EuZccF96qto,regular
How to Build a Simple Machine Learning Web App in Python - Streamlit Tutorial #2,https://www.youtube.com/watch?v=8M20LyCZDOY,regular
Bioinformatics Project from Scratch - Drug Discovery Part 3 (Dataset Preparation),https://www.youtube.com/watch?v=zD2focOkQ48,regular
Data Science Virtual Internship - Part 9 (NSW Government),https://www.youtube.com/watch?v=SNOOHEylMVQ,regular
How to Build Your First Data Science Web App in Python - Streamlit Tutorial #1,https://www.youtube.com/watch?v=ZZ4B0QUHuNc,regular
Learn Data Science for Free with Kaggle Micro-Courses,https://www.youtube.com/watch?v=ZtTt822bDNE,regular
Data Science Virtual Internship - Part 8 (Careers in Tech by Commonwealth Bank),https://www.youtube.com/watch?v=xSbZSnwWgnM,regular
Papers With Code (Free Resource of Machine Learning Papers and Code),https://www.youtube.com/watch?v=TU3koPyFZfw,regular
Data Science Virtual Internship - Part 7 (McGrathNicol in Cybersecurity Data),https://www.youtube.com/watch?v=11QDgwJlNPQ,regular
Data Science Virtual Internship - Part 6 (BCG in Digital Transformation),https://www.youtube.com/watch?v=QVVuKPGsQa4,regular
Data Science Virtual Internship - Part 5 (Y Combinator Startup),https://www.youtube.com/watch?v=R8GJoiwPyLo,regular
Bioinformatics Project from Scratch - Drug Discovery Part 2 (Exploratory Data Analysis),https://www.youtube.com/watch?v=qWVTxfLq2ak,regular
Data Science Virtual Internship - Part 4 (JP Morgan Chase Software Engineering),https://www.youtube.com/watch?v=bleEv3QJ9FI,regular
Data Science Virtual Internship - Part 3 (GE Data Analytics),https://www.youtube.com/watch?v=WEV31Ttl6NI,regular
Data Science Virtual Internship - Part 2 (Deloitte Tech Consulting),https://www.youtube.com/watch?v=gWQw26FUAYs,regular
Using Computer Code to Decipher Genetic Code - Part 2 (Bioinformatics 101),https://www.youtube.com/watch?v=ua08NV58Gew,regular
Using Computer Code to Decipher Genetic Code - Part 1 (Bioinformatics 101),https://www.youtube.com/watch?v=p5iZxIT16KQ,regular
Data Science Virtual Internship - Part 1 (KPMG Data Analytics Consulting),https://www.youtube.com/watch?v=kzooaiCsz5k,regular
Becoming a Data Scientist (To PhD or not to PhD),https://www.youtube.com/watch?v=ulRPiEJRyFQ,regular
How to use R and Python in same notebook on Google Colab,https://www.youtube.com/watch?v=Ri1MfaSlSW0,regular
How to use Grepper for Data Science,https://www.youtube.com/watch?v=017g4eJnTx4,regular
Bioinformatics Project from Scratch - Drug Discovery Part 1 (Data Collection and Pre-Processing),https://www.youtube.com/watch?v=plVLRashaA8,regular
How to use Pandas Profiling on Kaggle,https://www.youtube.com/watch?v=4ycWoP09Lyk,regular
How to use Bamboolib for Data Wrangling in Data Science,https://www.youtube.com/watch?v=PyzMTgJ5dHY,regular
How to Adjust the Style of Pandas DataFrame,https://www.youtube.com/watch?v=1TVRJQCWF80,regular
How to Install and Use Pandas Profiling on Google Colab,https://www.youtube.com/watch?v=pLxgt20kKWU,regular
How to Upload Files to Google Colab,https://www.youtube.com/watch?v=6HFlwqK3oeo,regular
Quick tour of PyCaret (a low-code machine learning library in Python),https://www.youtube.com/watch?v=4Rn4YMLUjGc,regular
Exploratory Data Analysis in Python using pandas,https://www.youtube.com/watch?v=9m4n2xVzk9o,regular
Pandas Profiling for Data Science (Quick and Easy Exploratory Data Analysis),https://www.youtube.com/watch?v=Ef169VELt5o,regular
Data Science for Computational Drug Discovery using Python (Part 1),https://www.youtube.com/watch?v=VXFFHHoE1wk,regular
Easy Web Scraping in Python using Pandas for Data Science,https://www.youtube.com/watch?v=ooj84UP3r6M,regular
How to Save and Download files from Google Colab,https://www.youtube.com/watch?v=e8Syou92H8U,regular
Use native R on Google Colab for Data Science,https://www.youtube.com/watch?v=huAWa0bqxtA,regular
Installing conda on Google Colab for Data Science,https://www.youtube.com/watch?v=Rm2ak31u1us,regular
How to Plot an ROC Curve in Python | Machine Learning in Python,https://www.youtube.com/watch?v=uVJXPPrWRJ0,regular
Machine Learning in Python: Principal Component Analysis (PCA) for Handling High-Dimensional Data,https://www.youtube.com/watch?v=oiusrJ0btwA,regular
Machine Learning in Python: Building a Linear Regression Model,https://www.youtube.com/watch?v=R15LjD8aCzc,regular
Pandas for Data Science: Create and Combine DataFrames / Rename Columns,https://www.youtube.com/watch?v=6UcWs33Xti0,regular
File Handling in Google Colab for Data Science,https://www.youtube.com/watch?v=InZ16tcM9Pc,regular
Practical Introduction to Google Colab for Data Science,https://www.youtube.com/watch?v=oCngVVBSsmA,regular
Hyperparameter Tuning of Machine Learning Model in Python,https://www.youtube.com/watch?v=jUxhUgkKAjE,regular
Compare Machine Learning Classifiers in Python,https://www.youtube.com/watch?v=QlNjjSge65Y,regular
Machine Learning in Python: Building a Classification Model,https://www.youtube.com/watch?v=XmSlFPDjKdc,regular
Making Scatter Plots in R [Data Visualisation in R series],https://www.youtube.com/watch?v=5Sekjv0aouI,regular
Interpretable Machine Learning Models,https://www.youtube.com/watch?v=34yBgah8Uyg,regular
Using Python in R,https://www.youtube.com/watch?v=qATvD6kQ47s,regular
How to Become a Data Scientist (Learning Path and Skill Sets Needed),https://www.youtube.com/watch?v=jhImgx8I8oI,regular
What programming language to learn for Data Science? R versus Python,https://www.youtube.com/watch?v=zyh2HU1efo4,regular
Machine Learning in R: Building a Linear Regression Model,https://www.youtube.com/watch?v=el8xP38SWdk,regular
Web Apps in R: Build BMI Calculator web application in R for health monitoring | Shiny Tutorial Ep 5,https://www.youtube.com/watch?v=9EQ6cwBQpvo,regular
Web Apps in R: Building the Machine Learning Web Application in R | Shiny Tutorial Ep 4,https://www.youtube.com/watch?v=ceg7MMQNln8,regular
Web Apps in R: Building Data-Driven Web Application in R | Shiny Tutorial Ep 3,https://www.youtube.com/watch?v=CYXvVuklWRM,regular
Web Apps in R: Build Interactive Histogram Web Application in R | Shiny Tutorial Ep 2,https://www.youtube.com/watch?v=lC1Dk6gUbe0,regular
Web Apps in R: Building your First Web Application in R | Shiny Tutorial Ep 1,https://www.youtube.com/watch?v=tfN10IUX9Lo,regular
Data Science 101: Overview of Machine Learning Model Building Process,https://www.youtube.com/watch?v=BOk1hlCPW0c,regular
Machine Learning in R: Speed up Model Building with Parallel Computing,https://www.youtube.com/watch?v=CMTlVuq6Wgw,regular
Data Pre-processing in R: Handling Missing Data,https://www.youtube.com/watch?v=toRjEdNf0Hs,regular
Machine Learning in R: Deploy Machine Learning Model using RDS,https://www.youtube.com/watch?v=VzXfPCTHRTg,regular
Data Science 101: Deploying your Machine Learning Model,https://www.youtube.com/watch?v=jMrp6XfYIyk,regular
Machine Learning in R: Repurpose Machine Learning Code for New Data,https://www.youtube.com/watch?v=3tfMP3YCyMM,regular
Machine Learning in R: Building a Classification Model,https://www.youtube.com/watch?v=dRqtLxZVRuw,regular
Exploratory Data Analysis in R: Quick Dive into Data Visualization,https://www.youtube.com/watch?v=do9yrLrv7a4,regular
Exploratory Data Analysis in R: Towards Data Understanding,https://www.youtube.com/watch?v=JW5Ug6NQexg,regular
"R Programming 101: Setting up R programming environment (R, RStudio and RStudio.cloud)",https://www.youtube.com/watch?v=qXrj1wl4Rg0,regular
Building your Data Science Portfolio with GitHub (Data Science 101),https://www.youtube.com/watch?v=fCXBaEnPzgo,regular
Strategies for Learning Data Science in 2020 (Data Science 101),https://www.youtube.com/watch?v=7XdoaQYwTeA,regular
Data Science 101: Basic Command-Line for Data Science,https://www.youtube.com/watch?v=SZj55PihnBs,regular
R Programming 101: Read and Write CSV files,https://www.youtube.com/watch?v=vLG1h5fHTjQ,regular
R Programming 101: How to Define Variables,https://www.youtube.com/watch?v=HRycEYpJ5Zc,regular
Data Science 101: CRISP-DM - Data Mining / Data Science in 6 Steps,https://www.youtube.com/watch?v=sFBgP56XgX0,regular
Data Science 101: Starting a Data Science / Data Mining Project,https://www.youtube.com/watch?v=TXVa_zaUDc0,regular
Quotes #5 on Big Data and Data Science,https://www.youtube.com/watch?v=vowi8VCeC40,regular
Quotes #4 on Big Data and Data Science,https://www.youtube.com/watch?v=at7dVTRlTh4,regular
Quotes #3 on Big Data and Data Science,https://www.youtube.com/watch?v=HY1AQSRipck,regular
Quotes #2 on Big Data and Data Science,https://www.youtube.com/watch?v=BdorkPnkMlY,regular
Quotes #1 on Big Data and Data Science,https://www.youtube.com/watch?v=hrzc9ZnY09E,regular
Computational Drug Discovery: Machine Learning for Making Sense of Big Data in Drug Discovery,https://www.youtube.com/watch?v=uoVAd_zd-90,regular
WEKA Tutorial #1.3 - How to Build a Data Mining Model from Scratch,https://www.youtube.com/watch?v=77ggqTODduQ,regular
WEKA Tutorial #1.2 - How to Build a Data Mining Model from Scratch,https://www.youtube.com/watch?v=U_WEKreNuA4,regular
WEKA Tutorial #1.1 - How to Build a Data Mining Model from Scratch,https://www.youtube.com/watch?v=GzrmsiBsGVI,regular
How a Biologist became a Data Scientist,https://www.youtube.com/watch?v=IYHrZx0G12w,regular
Tips for learning to code,https://www.youtube.com/shorts/H85FsjneRuo,shorts
Walkthrough of How I use Coding for Data Analysis,https://www.youtube.com/shorts/87EVnX9kTkQ,shorts
This ONE thing helped me learn to CODE,https://www.youtube.com/shorts/ugEVqnP8xfQ,shorts
Cloud Dataholics - Sitcom for Data Enthusiast,https://www.youtube.com/shorts/Sm-CrsUIFVk,shorts
What is the best way to learn data science?,https://www.youtube.com/shorts/mkVjrB8g6mM,shorts
Ep. 2 How to create a finance web app in 1 minute using Streamlit #shorts,https://www.youtube.com/shorts/ixOv3AGFMmI,shorts
